STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MLI,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,12.83,A,Annual,Mali,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GHA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,13.5,A,Annual,Ghana,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TLS,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,13.5,A,Annual,Timor-Leste,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,THA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,14.0,A,Annual,Thailand,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TWN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,14.25,A,Annual,"Taiwan, China",Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PAN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,14.5,A,Annual,Panama,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TZA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,14.5,A,Annual,Tanzania,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,FJI,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,16.0,A,Annual,Fiji,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BFA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,16.25,A,Annual,Burkina Faso,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MOZ,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,16.25,A,Annual,Mozambique,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BRA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,16.5,A,Annual,Brazil,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ECU,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,16.5,A,Annual,Ecuador,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GTM,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,16.5,A,Annual,Guatemala,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,COG,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,17.5,A,Annual,"Congo, Rep.",Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ROU,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,17.83,A,Annual,Romania,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NER,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,18.33,A,Annual,Niger,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MDG,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,18.5,A,Annual,Madagascar,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BDI,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,19.0,A,Annual,Burundi,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MNG,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,19.0,A,Annual,Mongolia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TGO,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,19.5,A,Annual,Togo,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BOL,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,20.0,A,Annual,Bolivia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SCG,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,20.13,A,Annual,Serbia and Montenegro,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MDA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,20.5,A,Annual,Moldova,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ARG,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,21.33,A,Annual,Argentina,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SEN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,21.5,A,Annual,Senegal,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KEN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,22.25,A,Annual,Kenya,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ARM,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,23.5,A,Annual,Armenia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GNB,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,23.5,A,Annual,Guinea-Bissau,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SYC,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,23.5,A,Annual,Seychelles,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,UGA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,24.0,A,Annual,Uganda,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LBN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,24.38,A,Annual,Lebanon,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GIN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,24.5,A,Annual,Guinea,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SLE,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,24.5,A,Annual,Sierra Leone,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,VEN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,24.63,A,Annual,"Venezuela, RB",Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,AGO,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,26.5,A,Annual,Angola,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,COM,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,26.5,A,Annual,Comoros,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CMR,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,27.0,A,Annual,Cameroon,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GEO,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,27.5,A,Annual,Georgia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TJK,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,27.75,A,Annual,Tajikistan,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MEX,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,27.83,A,Annual,Mexico,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,AFG,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,28.25,A,Annual,Afghanistan,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GMB,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,29.5,A,Annual,"Gambia, The",Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LSO,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,29.5,A,Annual,Lesotho,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ZMB,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,29.75,A,Annual,Zambia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MWI,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,31.0,A,Annual,Malawi,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SWZ,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,31.0,A,Annual,Eswatini,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KWT,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,31.67,A,Annual,Kuwait,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,QAT,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,32.5,A,Annual,Qatar,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CAF,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,32.5,A,Annual,Central African Republic,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TCD,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,33.25,A,Annual,Chad,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KGZ,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,35.25,A,Annual,Kyrgyz Republic,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KHM,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,36.5,A,Annual,Cambodia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LKA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,36.5,A,Annual,Sri Lanka,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PHL,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,36.63,A,Annual,Philippines,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ETH,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,37.0,A,Annual,Ethiopia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,RWA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,37.25,A,Annual,Rwanda,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TUR,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,37.25,A,Annual,Turkiye,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GAB,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,37.5,A,Annual,Gabon,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IDN,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,37.75,A,Annual,Indonesia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NGA,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,37.75,A,Annual,Nigeria,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TON,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,38.17,A,Annual,Tonga,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IND,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,38.5,A,Annual,India,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,JOR,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,39.13,A,Annual,Jordan,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MYS,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,39.83,A,Annual,Malaysia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LBR,RWB_PFI_SCORE,_Z,_Z,_Z,SCORE,_Z,_Z,_Z,2004,NUMBER,RWB_PFI,602,0,RWB_PFI,PU,40.0,A,Annual,Liberia,Press Freedom Index Score,Not applicable,Not applicable,Not applicable,Score,Not Applicable,Not Applicable,Not Applicable,Number (real number),Press Freedom Index,CCYY,Units,Normal value,Public
